Food_ID,Food_Name,Alias,Category,Meal_Type,Serving_Size,Calories_kcal,Protein_g,Carbs_g,Fat_g,Fiber_g,Sugar_g,Sodium_mg,Veg_NonVeg,Health_Rating,WeightLoss,MuscleGain,WeightGain,HealthyLifestyle
1619,Pista Kulfi,Pista Kulfi,Dessert,Frozen Dessert,1 Stick (80g),225,5.5,23.0,13.0,0.4,20.0,75,Dessert,C,Moderate,No,Moderate,No
1620,Mango Kulfi,Mango Kulfi,Dessert,Frozen Dessert,1 Stick (80g),215,5.0,24.0,12.0,0.4,21.0,70,Dessert,C,Moderate,No,Moderate,No
1621,Matka Kulfi,Matka Kulfi,Dessert,Frozen Dessert,100g,240,6.0,24.0,14.0,0.3,21.0,80,Dessert,C,Moderate,No,Moderate,No
1622,Cassata,Cassata,Dessert,Frozen Dessert,1 Slice (100g),285,5.0,34.0,14.0,1.0,27.0,90,Dessert,D,No,No,Moderate,No
1623,Choco Bar,Choco Bar,Dessert,Frozen Dessert,1 Bar,235,4.0,25.0,13.0,1.0,22.0,85,Dessert,C,Moderate,No,Moderate,No
1624,Ice Cream Cone,Ice Cream Cone,Dessert,Frozen Dessert,1 Cone,245,4.0,30.0,12.0,1.0,23.0,95,Dessert,C,Moderate,No,Moderate,No
1625,Softy,Softy,Dessert,Frozen Dessert,1 Cone,190,4.0,24.0,8.0,0.0,20.0,80,Dessert,C,Moderate,No,Moderate,No
1626,Rice Kheer,Rice Kheer,Dessert,Sweet,1 Bowl (150g),235,6.0,34.0,8.0,0.5,22.0,95,Dessert,B,Moderate,No,Moderate,Moderate
1627,Kheer,Kheer,Dessert,Sweet,1 Bowl (150g),235,6.0,34.0,8.0,0.5,22.0,95,Dessert,B,Moderate,No,Moderate,Moderate
1628,Seviyan Kheer,Seviyan Kheer,Dessert,Sweet,1 Bowl (150g),245,5.5,37.0,8.0,0.8,24.0,100,Dessert,B,Moderate,No,Moderate,Moderate
1629,Vermicelli Kheer,Vermicelli Kheer,Dessert,Sweet,1 Bowl (150g),245,5.5,37.0,8.0,0.8,24.0,100,Dessert,B,Moderate,No,Moderate,Moderate
1630,Sabudana Kheer,Sabudana Kheer,Dessert,Sweet,1 Bowl (150g),255,3.5,46.0,6.0,0.5,24.0,85,Dessert,C,Moderate,No,Moderate,No
1631,Makhana Kheer,Makhana Kheer,Dessert,Sweet,1 Bowl (150g),225,6.5,30.0,8.0,2.0,18.0,90,Dessert,B,Moderate,No,Moderate,Moderate
1632,Badam Kheer,Badam Kheer,Dessert,Sweet,1 Bowl (150g),245,7.5,28.0,11.0,2.5,18.0,85,Dessert,B,Moderate,No,Moderate,Moderate
1633,Phirni,Phirni,Dessert,Sweet,1 Bowl (150g),240,6.0,35.0,8.0,0.5,22.0,90,Dessert,B,Moderate,No,Moderate,Moderate
1634,Payasam,Payasam,Dessert,Sweet,1 Bowl (150g),245,6.0,36.0,8.0,0.5,23.0,95,Dessert,B,Moderate,No,Moderate,Moderate
1635,Semiya Payasam,Semiya Payasam,Dessert,Sweet,1 Bowl (150g),248,5.5,38.0,8.0,0.8,24.0,100,Dessert,B,Moderate,No,Moderate,Moderate
1636,Pal Payasam,Pal Payasam,Dessert,Sweet,1 Bowl (150g),240,6.5,35.0,8.0,0.5,22.0,90,Dessert,B,Moderate,No,Moderate,Moderate
1637,Caramel Custard,Caramel Custard,Dessert,Sweet,1 Serving,220,6.0,28.0,9.0,0.0,24.0,95,Dessert,B,Moderate,No,Moderate,Moderate
1638,Bread Pudding,Bread Pudding,Dessert,Sweet,1 Serving,285,6.5,38.0,12.0,1.5,24.0,160,Dessert,C,Moderate,No,Moderate,No
1639,Fruit Custard,Fruit Custard,Dessert,Sweet,1 Bowl (150g),215,5.5,34.0,7.0,2.0,22.0,85,Dessert,B,Moderate,No,Moderate,Moderate
1640,Falooda,Falooda,Dessert,Sweet,1 Glass (250ml),340,7.0,48.0,13.0,2.0,34.0,120,Dessert,D,No,Moderate,Moderate,No
1641,Water,Water,Beverage,Drink,250ml,0,0.0,0.0,0.0,0.0,0.0,5,Healthy,A,Yes,Yes,Yes,Yes
1642,Warm Water,Warm Water,Beverage,Drink,250ml,0,0.0,0.0,0.0,0.0,0.0,5,Healthy,A,Yes,Yes,Yes,Yes
1643,Lemon Water,Lemon Water,Beverage,Drink,250ml,8,0.2,2.0,0.0,0.2,1.0,5,Healthy,A,Yes,Yes,Yes,Yes
1644,Honey Lemon Water,Honey Lemon Water,Beverage,Drink,250ml,32,0.2,8.0,0.0,0.2,7.0,5,Healthy,A,Yes,Yes,Moderate,Yes
1645,Jeera Water,Jeera Water,Beverage,Drink,250ml,5,0.2,1.0,0.1,0.3,0.0,15,Healthy,A,Yes,Yes,Yes,Yes
1646,Ajwain Water,Ajwain Water,Beverage,Drink,250ml,4,0.2,1.0,0.1,0.3,0.0,15,Healthy,A,Yes,Yes,Yes,Yes
1647,Saunf Water,Saunf Water,Beverage,Drink,250ml,5,0.2,1.0,0.1,0.3,0.0,10,Healthy,A,Yes,Yes,Yes,Yes
1648,Cumin Water,Cumin Water,Beverage,Drink,250ml,5,0.2,1.0,0.1,0.3,0.0,15,Healthy,A,Yes,Yes,Yes,Yes
1649,Tea,Tea,Beverage,Hot Drink,1 Cup (150ml),38,1.0,5.0,1.5,0.0,4.0,30,Healthy,B,Moderate,No,Moderate,Moderate
1650,Milk Tea,Milk Tea,Beverage,Hot Drink,1 Cup (150ml),55,2.0,7.0,2.0,0.0,6.0,40,Healthy,B,Moderate,No,Moderate,Moderate
1651,Lemon Tea,Lemon Tea,Beverage,Hot Drink,1 Cup (150ml),8,0.2,2.0,0.0,0.2,1.0,5,Healthy,A,Yes,Yes,Yes,Yes
1652,Ginger Tea,Ginger Tea,Beverage,Hot Drink,1 Cup (150ml),40,1.0,5.0,1.5,0.2,4.0,30,Healthy,B,Moderate,No,Moderate,Moderate
1653,Cardamom Tea,Cardamom Tea,Beverage,Hot Drink,1 Cup (150ml),42,1.0,5.0,1.5,0.2,4.0,30,Healthy,B,Moderate,No,Moderate,Moderate
1654,Milk Coffee,Milk Coffee,Beverage,Hot Drink,1 Cup (150ml),65,2.8,7.0,3.0,0.0,6.0,50,Healthy,B,Moderate,No,Moderate,Moderate
1655,Filter Coffee,Filter Coffee,Beverage,Hot Drink,1 Cup (150ml),70,2.8,8.0,3.0,0.0,7.0,50,Healthy,B,Moderate,No,Moderate,Moderate
1657,Cappuccino,Cappuccino,Beverage,Hot Drink,1 Cup (180ml),95,5.0,9.0,4.0,0.0,8.0,70,Healthy,B,Moderate,No,Moderate,Moderate
1658,Latte,Latte,Beverage,Hot Drink,1 Cup (240ml),135,7.0,13.0,6.0,0.0,11.0,95,Healthy,B,Moderate,No,Moderate,Moderate
1659,Espresso,Espresso,Beverage,Hot Drink,30ml,5,0.3,1.0,0.2,0.0,0.0,5,Healthy,A,Yes,Yes,Yes,Yes
1660,Mocha,Mocha,Beverage,Hot Drink,250ml,220,7.0,28.0,9.0,1.0,24.0,95,Dessert,C,Moderate,No,Moderate,No
1661,Hot Chocolate,Hot Chocolate,Beverage,Hot Drink,250ml,240,8.0,32.0,9.0,1.5,28.0,110,Dessert,C,Moderate,No,Moderate,No
1662,Iced Coffee,Iced Coffee,Beverage,Cold Drink,250ml,170,5.0,22.0,7.0,0.0,20.0,80,Dessert,C,Moderate,No,Moderate,No
1663,Iced Latte,Iced Latte,Beverage,Cold Drink,250ml,145,6.5,16.0,6.5,0.0,14.0,95,Healthy,B,Moderate,No,Moderate,Moderate
1664,Iced Americano,Iced Americano,Beverage,Cold Drink,250ml,5,0.3,1.0,0.0,0.0,0.0,5,Healthy,A,Yes,Yes,Yes,Yes
1665,Americano,Americano,Beverage,Hot Drink,240ml,5,0.3,1.0,0.0,0.0,0.0,5,Healthy,A,Yes,Yes,Yes,Yes
1666,Mango Juice,Mango Juice,Beverage,Fruit Juice,250ml,135,1.0,33.0,0.5,1.0,30.0,10,Healthy,B,Moderate,No,Moderate,Moderate
1667,Pineapple Juice,Pineapple Juice,Beverage,Fruit Juice,250ml,120,1.0,30.0,0.2,0.8,26.0,5,Healthy,B,Moderate,No,Moderate,Moderate
1668,Watermelon Juice,Watermelon Juice,Beverage,Fruit Juice,250ml,75,1.0,18.0,0.2,0.5,15.0,5,Healthy,A,Yes,Yes,Yes,Yes
1669,Muskmelon Juice,Muskmelon Juice,Beverage,Fruit Juice,250ml,80,1.2,19.0,0.3,0.8,16.0,10,Healthy,A,Yes,Yes,Yes,Yes
1670,Pomegranate Juice,Pomegranate Juice,Beverage,Fruit Juice,250ml,135,1.5,32.0,0.5,0.5,29.0,10,Healthy,B,Moderate,No,Moderate,Moderate
1671,Sweet Lime Juice,Sweet Lime Juice,Beverage,Fruit Juice,250ml,105,1.0,25.0,0.3,0.4,21.0,5,Healthy,A,Yes,Yes,Yes,Yes
1672,Grape Juice,Grape Juice,Beverage,Fruit Juice,250ml,145,1.0,36.0,0.3,0.5,32.0,10,Healthy,B,Moderate,No,Moderate,Moderate
1673,Guava Juice,Guava Juice,Beverage,Fruit Juice,250ml,115,2.0,27.0,0.5,3.0,21.0,10,Healthy,A,Yes,Yes,Yes,Yes
1674,Litchi Juice,Litchi Juice,Beverage,Fruit Juice,250ml,135,1.0,33.0,0.3,0.8,30.0,10,Healthy,B,Moderate,No,Moderate,Moderate
1675,Amla Juice,Amla Juice,Beverage,Fruit Juice,250ml,35,0.5,8.0,0.2,1.5,3.0,10,Healthy,A,Yes,Yes,Yes,Yes
1676,Jamun Juice,Jamun Juice,Beverage,Fruit Juice,250ml,65,0.8,15.0,0.2,1.2,10.0,8,Healthy,A,Yes,Yes,Yes,Yes
1677,Mixed Fruit Juice,Mixed Fruit Juice,Beverage,Fruit Juice,250ml,125,1.2,30.0,0.3,0.8,26.0,10,Healthy,B,Moderate,No,Moderate,Moderate
1678,Kiwi Juice,Kiwi Juice,Beverage,Fruit Juice,250ml,105,1.5,24.0,0.4,2.0,18.0,10,Healthy,A,Yes,Yes,Yes,Yes
1679,Pear Juice,Pear Juice,Beverage,Fruit Juice,250ml,115,0.5,29.0,0.2,1.0,24.0,10,Healthy,B,Moderate,No,Moderate,Moderate
1680,Peach Juice,Peach Juice,Beverage,Fruit Juice,250ml,110,1.0,27.0,0.3,1.0,22.0,10,Healthy,B,Moderate,No,Moderate,Moderate
1681,Plum Juice,Plum Juice,Beverage,Fruit Juice,250ml,105,0.8,25.0,0.3,1.2,21.0,8,Healthy,B,Moderate,No,Moderate,Moderate
1683,Tender Coconut Water,Tender Coconut Water,Beverage,Natural Drink,250ml,45,1.7,9.0,0.2,2.5,6.0,60,Healthy,A,Yes,Yes,Yes,Yes
1684,Aloe Vera Juice,Aloe Vera Juice,Beverage,Health Drink,250ml,18,0.2,4.0,0.0,0.2,1.0,15,Healthy,A,Yes,Yes,Yes,Yes
1685,ABC Juice,ABC Juice,Beverage,Health Drink,250ml,120,2.0,28.0,0.5,3.0,20.0,35,Healthy,A,Yes,Yes,Yes,Yes
1686,Beetroot Juice,Beetroot Juice,Beverage,Vegetable Juice,250ml,95,2.0,22.0,0.2,2.5,16.0,70,Healthy,A,Yes,Yes,Yes,Yes
1687,Carrot Juice,Carrot Juice,Beverage,Vegetable Juice,250ml,80,2.0,18.0,0.3,2.0,10.0,75,Healthy,A,Yes,Yes,Yes,Yes
1688,Tomato Juice,Tomato Juice,Beverage,Vegetable Juice,250ml,45,2.0,9.0,0.2,2.0,6.0,120,Healthy,A,Yes,Yes,Yes,Yes
1689,Cucumber Juice,Cucumber Juice,Beverage,Vegetable Juice,250ml,28,1.0,6.0,0.2,1.0,3.0,15,Healthy,A,Yes,Yes,Yes,Yes
1690,Spinach Juice,Spinach Juice,Beverage,Vegetable Juice,250ml,35,3.0,5.0,0.4,2.5,1.0,70,Healthy,A,Yes,Yes,Yes,Yes
1691,Celery Juice,Celery Juice,Beverage,Vegetable Juice,250ml,30,1.5,6.0,0.2,1.5,2.0,85,Healthy,A,Yes,Yes,Yes,Yes
1694,Strawberry Milkshake,Strawberry Milkshake,Beverage,Milkshake,300ml,215,6.5,34.0,6.0,1.5,27.0,110,Healthy,B,Moderate,Yes,Moderate,Moderate
1695,Chocolate Milkshake,Chocolate Milkshake,Beverage,Milkshake,300ml,285,8.0,42.0,9.0,2.0,36.0,130,Dessert,C,Moderate,No,Moderate,No
1696,Vanilla Milkshake,Vanilla Milkshake,Beverage,Milkshake,300ml,270,7.5,40.0,8.5,1.5,34.0,125,Dessert,C,Moderate,No,Moderate,No
1697,Oreo Shake,Oreo Shake,Beverage,Milkshake,300ml,360,8.0,52.0,13.0,2.0,42.0,210,Dessert,D,No,Moderate,Moderate,No
1698,KitKat Shake,KitKat Shake,Beverage,Milkshake,300ml,375,8.0,54.0,13.5,2.0,44.0,220,Dessert,D,No,Moderate,Moderate,No
1699,Butterscotch Milkshake,Butterscotch Milkshake,Beverage,Milkshake,300ml,290,7.5,43.0,9.0,1.5,37.0,130,Dessert,C,Moderate,No,Moderate,No
1700,Cold Cocoa,Cold Cocoa,Beverage,Milkshake,300ml,250,8.0,35.0,8.5,2.0,30.0,120,Dessert,C,Moderate,No,Moderate,No
1701,Mixed Fruit Shake,Mixed Fruit Shake,Beverage,Milkshake,300ml,240,6.5,40.0,6.5,2.0,32.0,115,Healthy,B,Moderate,No,Moderate,Moderate
1702,Chikoo Shake,Chikoo Shake,Beverage,Milkshake,300ml,235,7.0,39.0,6.0,2.5,31.0,115,Healthy,B,Moderate,No,Moderate,Moderate
1703,Apple Shake,Apple Shake,Beverage,Milkshake,300ml,225,6.5,37.0,6.0,2.0,30.0,110,Healthy,B,Moderate,No,Moderate,Moderate
1704,Papaya Shake,Papaya Shake,Beverage,Milkshake,300ml,215,7.0,34.0,6.0,2.5,26.0,110,Healthy,A,Yes,Yes,Yes,Moderate
1705,Avocado Shake,Avocado Shake,Beverage,Milkshake,300ml,265,6.0,22.0,17.0,5.0,12.0,105,Healthy,A,Yes,Yes,Yes,Yes
1706,Dry Fruit Shake,Dry Fruit Shake,Beverage,Milkshake,300ml,320,10.0,28.0,18.0,4.0,18.0,90,Healthy,B,Moderate,Yes,Yes,Moderate
1707,Badam Shake,Badam Shake,Beverage,Milkshake,300ml,295,10.0,24.0,17.0,3.5,17.0,95,Healthy,B,Moderate,Yes,Yes,Moderate
1708,Kesar Badam Milk,Kesar Badam Milk,Beverage,Milk Drink,250ml,230,8.5,24.0,11.0,1.0,20.0,95,Healthy,B,Moderate,Yes,Yes,Moderate
1713,Rose Lassi,Rose Lassi,Beverage,Dairy Drink,250ml,225,7.0,34.0,6.0,0.0,29.0,100,Healthy,B,Moderate,No,Moderate,Moderate
1714,Chaas,Chaas,Beverage,Dairy Drink,250ml,45,2.5,4.0,1.5,0.0,3.0,260,Healthy,A,Yes,Yes,Yes,Yes
1716,Masala Chaas,Masala Chaas,Beverage,Dairy Drink,250ml,50,2.5,5.0,1.5,0.2,3.0,280,Healthy,A,Yes,Yes,Yes,Yes
1717,Protein Shake,Protein Shake,Beverage,Protein Drink,300ml,240,24.0,15.0,8.0,2.0,8.0,180,Healthy,A,Yes,Yes,Yes,Yes
1718,Whey Protein Shake,Whey Protein Shake,Beverage,Protein Drink,300ml,210,25.0,8.0,5.0,1.0,4.0,170,Healthy,A,Yes,Yes,Yes,Yes
1719,Mass Gainer Shake,Mass Gainer Shake,Beverage,Protein Drink,400ml,520,28.0,62.0,16.0,4.0,22.0,260,Healthy,C,Moderate,Yes,Moderate,Moderate
1720,Protein Smoothie,Protein Smoothie,Beverage,Protein Drink,300ml,230,20.0,18.0,8.0,4.0,10.0,120,Healthy,A,Yes,Yes,Yes,Yes
1721,Fruit Smoothie,Fruit Smoothie,Beverage,Smoothie,300ml,190,5.0,34.0,4.0,4.0,22.0,70,Healthy,A,Yes,Yes,Yes,Yes
1722,Coca Cola,Coca Cola,Beverage,Soft Drink,330ml,139,0.0,35.0,0.0,0.0,35.0,45,Soft Drink,D,No,No,Moderate,No
1723,Pepsi,Pepsi,Beverage,Soft Drink,330ml,150,0.0,38.0,0.0,0.0,38.0,30,Soft Drink,D,No,No,Moderate,No
1724,Sprite,Sprite,Beverage,Soft Drink,330ml,140,0.0,36.0,0.0,0.0,36.0,65,Soft Drink,D,No,No,Moderate,No
1725,7UP,7UP,Beverage,Soft Drink,330ml,140,0.0,36.0,0.0,0.0,36.0,60,Soft Drink,D,No,No,Moderate,No
1726,Fanta,Fanta,Beverage,Soft Drink,330ml,150,0.0,38.0,0.0,0.0,38.0,45,Soft Drink,D,No,No,Moderate,No
1727,Mirinda,Mirinda,Beverage,Soft Drink,330ml,152,0.0,39.0,0.0,0.0,39.0,50,Soft Drink,D,No,No,Moderate,No
1728,Thumbs Up,Thumbs Up,Beverage,Soft Drink,330ml,150,0.0,38.0,0.0,0.0,38.0,45,Soft Drink,D,No,No,Moderate,No
1729,Mountain Dew,Mountain Dew,Beverage,Soft Drink,330ml,152,0.0,39.0,0.0,0.0,39.0,50,Soft Drink,D,No,No,Moderate,No
1730,Limca,Limca,Beverage,Soft Drink,330ml,138,0.0,35.0,0.0,0.0,35.0,60,Soft Drink,D,No,No,Moderate,No
1731,Maaza,Maaza,Beverage,Fruit Drink,250ml,135,0.3,34.0,0.2,0.3,32.0,20,Soft Drink,C,Moderate,No,Moderate,No
1732,Slice,Slice,Beverage,Fruit Drink,250ml,140,0.4,35.0,0.2,0.3,33.0,20,Soft Drink,C,Moderate,No,Moderate,No
1733,Appy,Appy,Beverage,Fruit Drink,250ml,125,0.2,31.0,0.1,0.2,29.0,15,Soft Drink,C,Moderate,No,Moderate,No
1734,Frooti,Frooti,Beverage,Fruit Drink,250ml,135,0.3,34.0,0.2,0.3,32.0,20,Soft Drink,C,Moderate,No,Moderate,No
1735,Real Mixed Fruit Juice,Real Mixed Fruit Juice,Beverage,Packaged Juice,250ml,120,0.5,29.0,0.2,0.5,26.0,20,Healthy,B,Moderate,No,Moderate,Moderate
1736,Real Orange Juice,Real Orange Juice,Beverage,Packaged Juice,250ml,115,0.8,27.0,0.2,0.5,24.0,20,Healthy,B,Moderate,No,Moderate,Moderate
1737,Real Apple Juice,Real Apple Juice,Beverage,Packaged Juice,250ml,118,0.3,29.0,0.2,0.5,25.0,20,Healthy,B,Moderate,No,Moderate,Moderate
1738,Tropicana Orange Juice,Tropicana Orange Juice,Beverage,Packaged Juice,250ml,112,0.8,27.0,0.2,0.5,23.0,15,Healthy,B,Moderate,No,Moderate,Moderate
1739,Tropicana Mixed Fruit Juice,Tropicana Mixed Fruit Juice,Beverage,Packaged Juice,250ml,120,0.5,29.0,0.2,0.5,26.0,20,Healthy,B,Moderate,No,Moderate,Moderate
1740,Red Bull,Red Bull,Beverage,Energy Drink,250ml,112,0.0,27.0,0.0,0.0,27.0,105,Energy Drink,D,No,No,Moderate,No
1741,Monster Energy,Monster Energy,Beverage,Energy Drink,500ml,230,0.0,54.0,0.0,0.0,54.0,180,Energy Drink,D,No,No,Moderate,No
1742,Sting Energy Drink,Sting Energy Drink,Beverage,Energy Drink,250ml,140,0.0,35.0,0.0,0.0,35.0,95,Energy Drink,D,No,No,Moderate,No
1743,Glucon D,Glucon D,Beverage,Energy Drink,1 Glass (250ml),95,0.0,24.0,0.0,0.0,24.0,55,Energy Drink,C,Moderate,No,Moderate,Moderate
1744,ORS Solution,ORS Solution,Beverage,Health Drink,250ml,25,0.0,6.0,0.0,0.0,6.0,260,Healthy,A,Yes,Yes,Yes,Yes
1745,Electral Solution,Electral Solution,Beverage,Health Drink,250ml,24,0.0,6.0,0.0,0.0,6.0,250,Healthy,A,Yes,Yes,Yes,Yes
1746,Flavoured Milk,Flavoured Milk,Beverage,Milk Drink,200ml,165,6.0,22.0,5.0,0.0,20.0,120,Healthy,B,Moderate,Yes,Moderate,Moderate
1748,Strawberry Milk,Strawberry Milk,Beverage,Milk Drink,200ml,175,6.0,23.0,6.0,0.0,21.0,120,Healthy,B,Moderate,Yes,Moderate,Moderate
1749,Badam Milk,Badam Milk,Beverage,Milk Drink,200ml,190,7.0,20.0,9.0,1.0,17.0,110,Healthy,B,Moderate,Yes,Yes,Moderate
1750,Rose Milk,Rose Milk,Beverage,Milk Drink,200ml,170,6.0,22.0,6.0,0.0,20.0,115,Healthy,B,Moderate,Yes,Moderate,Moderate
1751,Soda,Soda,Beverage,Carbonated Drink,330ml,0,0.0,0.0,0.0,0.0,0.0,45,Healthy,A,Yes,Yes,Yes,Yes
1752,Parle G,Parle G,Packaged Food,Biscuit,5 Biscuits (30g),135,2.4,22.0,4.5,0.8,6.0,120,Snack,C,Moderate,No,Moderate,No
1753,Marie Gold,Marie Gold,Packaged Food,Biscuit,5 Biscuits (30g),128,2.5,21.0,4.0,0.8,5.0,105,Snack,B,Moderate,No,Moderate,Moderate
1754,Good Day Butter,Good Day Butter,Packaged Food,Biscuit,4 Biscuits (32g),165,2.2,22.0,8.0,0.8,9.0,130,Snack,C,Moderate,No,Moderate,No
1755,Good Day Cashew,Good Day Cashew,Packaged Food,Biscuit,4 Biscuits (32g),168,2.5,22.0,8.2,0.8,9.0,130,Snack,C,Moderate,No,Moderate,No
1756,Bourbon Biscuit,Bourbon Biscuit,Packaged Food,Biscuit,3 Biscuits (30g),155,2.1,21.0,7.0,1.0,10.0,95,Snack,C,Moderate,No,Moderate,No
1757,Oreo Biscuit,Oreo Biscuit,Packaged Food,Biscuit,3 Biscuits (33g),160,1.8,24.0,6.5,0.8,14.0,140,Snack,D,No,No,Moderate,No
1758,Hide and Seek,Hide and Seek,Packaged Food,Biscuit,4 Biscuits (30g),160,2.0,22.0,7.5,1.0,11.0,110,Snack,C,Moderate,No,Moderate,No
1759,Dark Fantasy,Dark Fantasy,Packaged Food,Biscuit,2 Biscuits (40g),210,2.5,25.0,11.0,1.0,13.0,140,Snack,D,No,No,Moderate,No
1760,Monaco,Monaco,Packaged Food,Biscuit,8 Biscuits (30g),145,2.5,22.0,5.5,0.8,3.0,250,Snack,C,Moderate,No,Moderate,No
1761,Krackjack,Krackjack,Packaged Food,Biscuit,5 Biscuits (30g),145,2.5,22.0,5.5,0.8,5.0,180,Snack,C,Moderate,No,Moderate,No
1762,50-50 Biscuit,50-50 Biscuit,Packaged Food,Biscuit,5 Biscuits (30g),148,2.5,22.0,5.8,0.8,5.0,190,Snack,C,Moderate,No,Moderate,No
1763,Milk Bikis,Milk Bikis,Packaged Food,Biscuit,5 Biscuits (30g),145,2.5,22.0,5.5,0.8,6.0,135,Snack,C,Moderate,No,Moderate,No
1764,Little Hearts,Little Hearts,Packaged Food,Biscuit,30g,155,2.0,22.0,7.0,0.8,11.0,115,Snack,C,Moderate,No,Moderate,No
1765,Jim Jam,Jim Jam,Packaged Food,Biscuit,3 Biscuits (30g),160,2.0,23.0,7.0,0.8,11.0,120,Snack,C,Moderate,No,Moderate,No
1766,NutriChoice Digestive,NutriChoice Digestive,Packaged Food,Biscuit,3 Biscuits (30g),135,3.2,19.0,5.0,2.5,4.0,145,Healthy,B,Moderate,Yes,Moderate,Moderate
1767,Digestive Biscuit,Digestive Biscuit,Packaged Food,Biscuit,3 Biscuits (30g),132,3.0,19.0,5.0,2.5,4.0,140,Healthy,B,Moderate,Yes,Moderate,Moderate
1768,Cream Biscuit,Cream Biscuit,Packaged Food,Biscuit,3 Biscuits (30g),165,2.0,23.0,7.5,0.8,12.0,125,Snack,D,No,No,Moderate,No
1769,Chocolate Biscuit,Chocolate Biscuit,Packaged Food,Biscuit,30g,160,2.2,22.0,7.0,1.0,10.0,120,Snack,C,Moderate,No,Moderate,No
1770,Glucose Biscuit,Glucose Biscuit,Packaged Food,Biscuit,5 Biscuits (30g),138,2.3,23.0,4.5,0.8,7.0,120,Snack,C,Moderate,No,Moderate,No
1771,Salt Biscuit,Salt Biscuit,Packaged Food,Biscuit,30g,140,2.5,21.0,5.5,0.8,3.0,260,Snack,C,Moderate,No,Moderate,No
1772,Maggi Noodles,Maggi Noodles,Packaged Food,Instant Food,1 Pack (70g),320,7.0,46.0,12.0,2.0,3.0,860,Snack,D,No,Moderate,Moderate,No
1773,Maggi Masala Noodles,Maggi Masala Noodles,Packaged Food,Instant Food,1 Pack (70g),325,7.0,47.0,12.0,2.0,3.0,880,Snack,D,No,Moderate,Moderate,No
1774,Yippee Noodles,Yippee Noodles,Packaged Food,Instant Food,1 Pack (70g),330,7.0,47.0,12.5,2.0,3.0,840,Snack,D,No,Moderate,Moderate,No
1775,Top Ramen,Top Ramen,Packaged Food,Instant Food,1 Pack (70g),325,7.0,46.0,12.0,2.0,3.0,850,Snack,D,No,Moderate,Moderate,No
1776,Cup Noodles,Cup Noodles,Packaged Food,Instant Food,1 Cup,340,8.0,48.0,13.0,2.0,3.0,980,Snack,D,No,Moderate,Moderate,No
1777,Instant Pasta,Instant Pasta,Packaged Food,Instant Food,1 Pack,345,9.0,50.0,12.0,3.0,5.0,760,Snack,D,No,Moderate,Moderate,No
1778,Instant Macaroni,Instant Macaroni,Packaged Food,Instant Food,1 Bowl,350,9.0,51.0,12.0,3.0,5.0,780,Snack,D,No,Moderate,Moderate,No
1779,Instant Oats,Instant Oats,Packaged Food,Instant Food,40g,155,5.5,27.0,3.0,4.0,1.0,180,Healthy,A,Yes,Yes,Yes,Yes
1781,Instant Upma,Instant Upma,Packaged Food,Instant Food,1 Bowl,250,6.0,42.0,6.0,3.0,2.0,520,Snack,C,Moderate,No,Moderate,Moderate
1782,Instant Poha,Instant Poha,Packaged Food,Instant Food,1 Bowl,230,5.0,43.0,5.0,2.5,2.0,480,Snack,C,Moderate,No,Moderate,Moderate
1783,Instant Vermicelli,Instant Vermicelli,Packaged Food,Instant Food,1 Bowl,240,6.0,44.0,5.0,2.0,2.0,430,Snack,C,Moderate,No,Moderate,Moderate
1784,Instant Soup,Instant Soup,Packaged Food,Instant Food,1 Cup,90,2.0,15.0,2.0,1.0,3.0,650,Snack,C,Moderate,No,Moderate,No
1785,Tomato Soup Packet,Tomato Soup Packet,Packaged Food,Instant Food,1 Cup,95,2.0,16.0,2.0,1.0,4.0,680,Snack,C,Moderate,No,Moderate,No
1786,Sweet Corn Soup Packet,Sweet Corn Soup Packet,Packaged Food,Instant Food,1 Cup,105,2.5,18.0,2.5,1.5,4.0,690,Snack,C,Moderate,No,Moderate,No
1787,Lays Classic,Lays Classic,Packaged Food,Chips,30g,160,2.0,16.0,10.0,1.0,0.0,170,Snack,D,No,No,Moderate,No
1788,Lays Magic Masala,Lays Magic Masala,Packaged Food,Chips,30g,165,2.0,17.0,10.0,1.0,1.0,220,Snack,D,No,No,Moderate,No
1789,Lays Cream and Onion,Lays Cream and Onion,Packaged Food,Chips,30g,165,2.0,17.0,10.0,1.0,1.0,230,Snack,D,No,No,Moderate,No
1790,Uncle Chips,Uncle Chips,Packaged Food,Chips,30g,165,2.0,17.0,10.0,1.0,1.0,210,Snack,D,No,No,Moderate,No
1791,Bingo Mad Angles,Bingo Mad Angles,Packaged Food,Chips,30g,170,2.5,18.0,10.0,1.0,1.0,250,Snack,D,No,No,Moderate,No
1792,Bingo Chips,Bingo Chips,Packaged Food,Chips,30g,165,2.0,17.0,10.0,1.0,1.0,220,Snack,D,No,No,Moderate,No
1793,Kurkure Masala Munch,Kurkure Masala Munch,Packaged Food,Namkeen,30g,155,2.0,18.0,9.0,1.0,1.0,320,Snack,D,No,No,Moderate,No
1794,Kurkure Green Chutney,Kurkure Green Chutney,Packaged Food,Namkeen,30g,155,2.0,18.0,9.0,1.0,1.0,315,Snack,D,No,No,Moderate,No
1795,Doritos Nacho Cheese,Doritos Nacho Cheese,Packaged Food,Chips,30g,160,2.5,18.0,9.0,2.0,1.0,210,Snack,D,No,No,Moderate,No
